0,1,2,3,4
NumUnit,NumUnit,Human leucocyte antigen B27 screen,unit,
NumUnit,NumUnit,x per night,magnitude,1
NumUnit,NumUnit,x per night,unit,
NumUnit,NumUnit,portions per week,magnitude,1
NumUnit,NumUnit,portions per week,unit,
NumUnit,NumUnit,/a day,magnitude,1
NumUnit,NumUnit,/a day,unit,
NumUnit,NumUnit,Carbamazepine: blood level,magnitude,1
NumUnit,NumUnit,Carbamazepine: blood level,unit,
NumUnit,NumUnit,TERMINATION,magnitude,1
NumUnit,NumUnit,TERMINATION,unit,
NumUnit,NumUnit,% l/min,magnitude,1
NumUnit,NumUnit,% l/min,unit,percent
NumUnit,NumUnit,383,magnitude,1
NumUnit,NumUnit,383,unit,
NumUnit,NumUnit,2018,magnitude,1
NumUnit,NumUnit,2018,unit,
NumUnit,NumUnit,mmhgz,magnitude,1
NumUnit,NumUnit,mmhgz,unit,
NumUnit,NumUnit,/days off,magnitude,1
NumUnit,NumUnit,/days off,unit,
NumUnit,NumUnit,mg/gFaeces,magnitude,1
NumUnit,NumUnit,mg/gFaeces,unit,
NumUnit,NumUnit,g/li,magnitude,1
NumUnit,NumUnit,g/li,unit,gram per liter
NumUnit,NumUnit,CORE 10,magnitude,1
NumUnit,NumUnit,CORE 10,unit,
NumUnit,NumUnit,BDI-2,magnitude,1
NumUnit,NumUnit,BDI-2,unit,
NumUnit,NumUnit,VA,magnitude,1
NumUnit,NumUnit,VA,unit,
NumUnit,NumUnit,Urine: trace haemolysed blood,magnitude,1
NumUnit,NumUnit,Urine: trace haemolysed blood,unit,
NumUnit,NumUnit,0/12,magnitude,1
NumUnit,NumUnit,0/12,unit,
NumUnit,NumUnit,un its,magnitude,1
NumUnit,NumUnit,un its,unit,
NumUnit,NumUnit,times day,magnitude,1
NumUnit,NumUnit,times day,unit,
NumUnit,NumUnit,ml/kg/day,magnitude,1
NumUnit,NumUnit,ml/kg/day,unit,
NumUnit,NumUnit,/months,magnitude,1
NumUnit,NumUnit,/months,unit,
NumUnit,NumUnit,g/24hr.,magnitude,1
NumUnit,NumUnit,g/24hr.,unit,
NumUnit,NumUnit,ration,magnitude,1
NumUnit,NumUnit,ration,unit,
NumUnit,NumUnit,mic.g/L,magnitude,1
NumUnit,NumUnit,mic.g/L,unit,
NumUnit,NumUnit,g/wks,magnitude,1
NumUnit,NumUnit,g/wks,unit,
NumUnit,NumUnit,Sputum examination - general,magnitude,1
NumUnit,NumUnit,Sputum examination - general,unit,
NumUnit,NumUnit,375,magnitude,1
NumUnit,NumUnit,375,unit,
NumUnit,NumUnit,drinks/month,magnitude,1
NumUnit,NumUnit,drinks/month,unit,
NumUnit,NumUnit,Serum iron normal,magnitude,1
NumUnit,NumUnit,Serum iron normal,unit,
NumUnit,NumUnit,AU/mL(Arbitrary units),magnitude,1
NumUnit,NumUnit,AU/mL(Arbitrary units),unit,
NumUnit,NumUnit,6 months,magnitude,1
NumUnit,NumUnit,6 months,unit,
NumUnit,NumUnit,10/9 l(71%),magnitude,1
NumUnit,NumUnit,10/9 l(71%),unit,billion per liter
NumUnit,NumUnit,U/1,magnitude,1
NumUnit,NumUnit,U/1,unit,
NumUnit,NumUnit,% Live,magnitude,1
NumUnit,NumUnit,% Live,unit,percent
NumUnit,NumUnit,10/9 l(76%),magnitude,1
NumUnit,NumUnit,10/9 l(76%),unit,billion per liter
NumUnit,NumUnit,480,magnitude,1
NumUnit,NumUnit,480,unit,
NumUnit,NumUnit,Ã¦mol/100g,magnitude,1
NumUnit,NumUnit,Ã¦mol/100g,unit,
NumUnit,NumUnit,g/collecti,magnitude,1
NumUnit,NumUnit,g/collecti,unit,
NumUnit,NumUnit,Temp,magnitude,1
NumUnit,NumUnit,Temp,unit,
NumUnit,NumUnit,339,magnitude,1
NumUnit,NumUnit,339,unit,
NumUnit,NumUnit,398,magnitude,1
NumUnit,NumUnit,398,unit,
NumUnit,NumUnit,Sample sent for virology,magnitude,1
NumUnit,NumUnit,Sample sent for virology,unit,
NumUnit,NumUnit,ounce,magnitude,1
NumUnit,NumUnit,ounce,unit,
NumUnit,NumUnit,attendances,magnitude,1
NumUnit,NumUnit,attendances,unit,
NumUnit,NumUnit,nanomole/l,magnitude,1
NumUnit,NumUnit,nanomole/l,unit,
NumUnit,NumUnit,356,magnitude,1
NumUnit,NumUnit,356,unit,
NumUnit,NumUnit,rbc,magnitude,1
NumUnit,NumUnit,rbc,unit,
NumUnit,NumUnit,3MG/4MG ALT,magnitude,1
NumUnit,NumUnit,3MG/4MG ALT,unit,
NumUnit,NumUnit,ng/m1,magnitude,1
NumUnit,NumUnit,ng/m1,unit,
NumUnit,NumUnit,%normal forms,magnitude,1
NumUnit,NumUnit,%normal forms,unit,percent
NumUnit,NumUnit,/not.known,magnitude,1
NumUnit,NumUnit,/not.known,unit,
NumUnit,NumUnit,red cell,magnitude,1
NumUnit,NumUnit,red cell,unit,
NumUnit,NumUnit,JDF UNITS,magnitude,1
NumUnit,NumUnit,JDF UNITS,unit,
NumUnit,NumUnit,/fortnight,magnitude,1
NumUnit,NumUnit,/fortnight,unit,
NumUnit,NumUnit,oz/gr week,magnitude,1
NumUnit,NumUnit,oz/gr week,unit,
NumUnit,NumUnit,times/2 weeks,magnitude,1
NumUnit,NumUnit,times/2 weeks,unit,
NumUnit,NumUnit,CELLS/CU MM,magnitude,1
NumUnit,NumUnit,CELLS/CU MM,unit,
NumUnit,NumUnit,Basic oestrogen: 17-B-oestriol,magnitude,1
NumUnit,NumUnit,Basic oestrogen: 17-B-oestriol,unit,
NumUnit,NumUnit,Serum free T4 level,magnitude,1
NumUnit,NumUnit,Serum free T4 level,unit,
NumUnit,NumUnit,exp = 55 - 120,magnitude,1
NumUnit,NumUnit,exp = 55 - 120,unit,
NumUnit,NumUnit,<4 mg/l,magnitude,1
NumUnit,NumUnit,<4 mg/l,unit,
NumUnit,NumUnit,Blood glucose 1.5-2.4 mmol/L,magnitude,1
NumUnit,NumUnit,Blood glucose 1.5-2.4 mmol/L,unit,millimole per liter
NumUnit,NumUnit,369,magnitude,1
NumUnit,NumUnit,369,unit,
NumUnit,NumUnit,357,magnitude,1
NumUnit,NumUnit,357,unit,
NumUnit,NumUnit,L/mt,magnitude,1
NumUnit,NumUnit,L/mt,unit,
NumUnit,NumUnit,1wk,magnitude,1
NumUnit,NumUnit,1wk,unit,
NumUnit,NumUnit,ge,magnitude,1
NumUnit,NumUnit,ge,unit,
NumUnit,NumUnit,mg\l,magnitude,1
NumUnit,NumUnit,mg\l,unit,
NumUnit,NumUnit,lb.,magnitude,1
NumUnit,NumUnit,lb.,unit,
NumUnit,NumUnit,Urine calcium,magnitude,1
NumUnit,NumUnit,Urine calcium,unit,
NumUnit,NumUnit,x106/specimen,magnitude,1
NumUnit,NumUnit,x106/specimen,unit,
NumUnit,NumUnit,Out of 40,magnitude,1
NumUnit,NumUnit,Out of 40,unit,
NumUnit,NumUnit,AUDIT-C,magnitude,1
NumUnit,NumUnit,AUDIT-C,unit,
NumUnit,NumUnit,Sperm motility at 6-8 hours,magnitude,1
NumUnit,NumUnit,Sperm motility at 6-8 hours,unit,
NumUnit,NumUnit,shop cigs/day,magnitude,1
NumUnit,NumUnit,shop cigs/day,unit,
NumUnit,NumUnit,%normal,magnitude,1
NumUnit,NumUnit,%normal,unit,percent
NumUnit,NumUnit,[bdsk'U],magnitude,1
NumUnit,NumUnit,[bdsk'U],unit,
NumUnit,NumUnit,ng/L  (200-1100ng/L),magnitude,1
NumUnit,NumUnit,ng/L  (200-1100ng/L),unit,
NumUnit,NumUnit,bleep297/,magnitude,1
NumUnit,NumUnit,bleep297/,unit,
NumUnit,NumUnit,2 weeks,magnitude,1
NumUnit,NumUnit,2 weeks,unit,
NumUnit,NumUnit,.OU,magnitude,1
NumUnit,NumUnit,.OU,unit,
NumUnit,NumUnit,TSH <0.01* mU/l,magnitude,1
NumUnit,NumUnit,TSH <0.01* mU/l,unit,
NumUnit,NumUnit,Lbs,magnitude,1
NumUnit,NumUnit,Lbs,unit,
NumUnit,NumUnit,Monospot test negative,magnitude,1
NumUnit,NumUnit,Monospot test negative,unit,
NumUnit,NumUnit,No. Times,magnitude,1
NumUnit,NumUnit,No. Times,unit,
NumUnit,NumUnit,396,magnitude,1
NumUnit,NumUnit,396,unit,
NumUnit,NumUnit,times/days,magnitude,1
NumUnit,NumUnit,times/days,unit,
NumUnit,NumUnit,/cumm,magnitude,1
NumUnit,NumUnit,/cumm,unit,
NumUnit,NumUnit,stable same dose,magnitude,1
NumUnit,NumUnit,stable same dose,unit,
NumUnit,NumUnit,MCV - low,magnitude,1
NumUnit,NumUnit,MCV - low,unit,
NumUnit,NumUnit,10/9 l(3),magnitude,1
NumUnit,NumUnit,10/9 l(3),unit,billion per liter
NumUnit,NumUnit,nmol/L/Hour,magnitude,1
NumUnit,NumUnit,nmol/L/Hour,unit,
NumUnit,NumUnit,@37 DegC,magnitude,1
NumUnit,NumUnit,@37 DegC,unit,
NumUnit,NumUnit,(1,magnitude,1
NumUnit,NumUnit,(1,unit,
NumUnit,NumUnit,HH.MM,magnitude,1
NumUnit,NumUnit,HH.MM,unit,
NumUnit,NumUnit,H umol/L,magnitude,1
NumUnit,NumUnit,H umol/L,unit,
NumUnit,NumUnit,406,magnitude,1
NumUnit,NumUnit,406,unit,
NumUnit,NumUnit,O/E -height > 20% over average,magnitude,1
NumUnit,NumUnit,O/E -height > 20% over average,unit,percent
NumUnit,NumUnit,x1069/L,magnitude,1
NumUnit,NumUnit,x1069/L,unit,
NumUnit,NumUnit,CIGARETTES SMOKED PER DAY,magnitude,1
NumUnit,NumUnit,CIGARETTES SMOKED PER DAY,unit,
NumUnit,NumUnit,mmol / 24 hr,magnitude,1
NumUnit,NumUnit,mmol / 24 hr,unit,millimole per 24 hours
NumUnit,NumUnit,Latex test,magnitude,1
NumUnit,NumUnit,Latex test,unit,
NumUnit,NumUnit,366,magnitude,1
NumUnit,NumUnit,366,unit,
NumUnit,NumUnit,LIT PER MIN,magnitude,1
NumUnit,NumUnit,LIT PER MIN,unit,
NumUnit,NumUnit,&,magnitude,1
NumUnit,NumUnit,&,unit,
NumUnit,NumUnit,359,magnitude,1
NumUnit,NumUnit,359,unit,
NumUnit,NumUnit,10*-3,magnitude,1
NumUnit,NumUnit,10*-3,unit,
NumUnit,NumUnit,407,magnitude,1
NumUnit,NumUnit,407,unit,
NumUnit,NumUnit,umol/colle,magnitude,1
NumUnit,NumUnit,umol/colle,unit,
NumUnit,NumUnit,Diet,magnitude,1
NumUnit,NumUnit,Diet,unit,
NumUnit,NumUnit,447,magnitude,1
NumUnit,NumUnit,447,unit,
NumUnit,NumUnit,600,magnitude,1
NumUnit,NumUnit,600,unit,
NumUnit,NumUnit,<1,magnitude,1
NumUnit,NumUnit,<1,unit,
NumUnit,NumUnit,520,magnitude,1
NumUnit,NumUnit,520,unit,
NumUnit,NumUnit,397,magnitude,1
NumUnit,NumUnit,397,unit,
NumUnit,NumUnit,ug/litre,magnitude,1
NumUnit,NumUnit,ug/litre,unit,
NumUnit,NumUnit,ounces/day,magnitude,1
NumUnit,NumUnit,ounces/day,unit,
NumUnit,NumUnit,384,magnitude,1
NumUnit,NumUnit,384,unit,
NumUnit,NumUnit,exp = 0.90 - 2.00,magnitude,1
NumUnit,NumUnit,exp = 0.90 - 2.00,unit,
NumUnit,NumUnit,weeks in last 5 years,magnitude,1
NumUnit,NumUnit,weeks in last 5 years,unit,
NumUnit,NumUnit,Serum paracetamol level,magnitude,1
NumUnit,NumUnit,Serum paracetamol level,unit,
NumUnit,NumUnit,372,magnitude,1
NumUnit,NumUnit,372,unit,
NumUnit,NumUnit,sd below 35yo,magnitude,1
NumUnit,NumUnit,sd below 35yo,unit,
NumUnit,NumUnit,Standing blood pressure reading,magnitude,1
NumUnit,NumUnit,Standing blood pressure reading,unit,
NumUnit,NumUnit,unspec,magnitude,1
NumUnit,NumUnit,unspec,unit,
NumUnit,NumUnit,unit/dL,magnitude,1
NumUnit,NumUnit,unit/dL,unit,
NumUnit,NumUnit,/12 (>5=!),magnitude,1
NumUnit,NumUnit,/12 (>5=!),unit,
NumUnit,NumUnit,/day ex smok,magnitude,1
NumUnit,NumUnit,/day ex smok,unit,
NumUnit,NumUnit,micron,magnitude,1
NumUnit,NumUnit,micron,unit,
NumUnit,NumUnit,.30,magnitude,1
NumUnit,NumUnit,.30,unit,
NumUnit,NumUnit,time in service(wks),magnitude,1
NumUnit,NumUnit,time in service(wks),unit,
NumUnit,NumUnit,Blood sent for grouping,magnitude,1
NumUnit,NumUnit,Blood sent for grouping,unit,
NumUnit,NumUnit,371,magnitude,1
NumUnit,NumUnit,371,unit,
NumUnit,NumUnit,/cu/mm.,magnitude,1
NumUnit,NumUnit,/cu/mm.,unit,
NumUnit,NumUnit,365,magnitude,1
NumUnit,NumUnit,365,unit,
NumUnit,NumUnit,ounce/week,magnitude,1
NumUnit,NumUnit,ounce/week,unit,
NumUnit,NumUnit,Miscellaneous samples,magnitude,1
NumUnit,NumUnit,Miscellaneous samples,unit,
NumUnit,NumUnit,Sperm: haemospermia O/E,magnitude,1
NumUnit,NumUnit,Sperm: haemospermia O/E,unit,
NumUnit,NumUnit,399,magnitude,1
NumUnit,NumUnit,399,unit,
NumUnit,NumUnit,1U/week,magnitude,1
NumUnit,NumUnit,1U/week,unit,
NumUnit,NumUnit,<10 ug/L,magnitude,1
NumUnit,NumUnit,<10 ug/L,unit,
NumUnit,NumUnit,pmol/Hr/mg Hb,magnitude,1
NumUnit,NumUnit,pmol/Hr/mg Hb,unit,
NumUnit,NumUnit,377,magnitude,1
NumUnit,NumUnit,377,unit,
NumUnit,NumUnit,pmol/g Hb,magnitude,1
NumUnit,NumUnit,pmol/g Hb,unit,
NumUnit,NumUnit,/100.WBC,magnitude,1
NumUnit,NumUnit,/100.WBC,unit,
NumUnit,NumUnit,Hepatitis B immune,magnitude,1
NumUnit,NumUnit,Hepatitis B immune,unit,
NumUnit,NumUnit,(H.A.D. Scale),magnitude,1
NumUnit,NumUnit,(H.A.D. Scale),unit,
NumUnit,NumUnit,Triglycerides MMol/L,magnitude,1
NumUnit,NumUnit,Triglycerides MMol/L,unit,
NumUnit,NumUnit,353,magnitude,1
NumUnit,NumUnit,353,unit,
NumUnit,NumUnit,O/E - BP labile,magnitude,1
NumUnit,NumUnit,O/E - BP labile,unit,
NumUnit,NumUnit,354,magnitude,1
NumUnit,NumUnit,354,unit,
NumUnit,NumUnit,378,magnitude,1
NumUnit,NumUnit,378,unit,
NumUnit,NumUnit,(mmol/L),magnitude,1
NumUnit,NumUnit,(mmol/L),unit,millimole per liter
NumUnit,NumUnit,388,magnitude,1
NumUnit,NumUnit,388,unit,
NumUnit,NumUnit,Chol/HDL Ratio,magnitude,1
NumUnit,NumUnit,Chol/HDL Ratio,unit,
NumUnit,NumUnit,IRAS number,magnitude,1
NumUnit,NumUnit,IRAS number,unit,
NumUnit,NumUnit,<50,magnitude,1
NumUnit,NumUnit,<50,unit,
NumUnit,NumUnit,Ltres,magnitude,1
NumUnit,NumUnit,Ltres,unit,
NumUnit,NumUnit,units = /day,magnitude,1
NumUnit,NumUnit,units = /day,unit,
NumUnit,NumUnit,TCI,magnitude,1
NumUnit,NumUnit,TCI,unit,
NumUnit,NumUnit,/unknown,magnitude,1
NumUnit,NumUnit,/unknown,unit,
NumUnit,NumUnit,umol/sample,magnitude,1
NumUnit,NumUnit,umol/sample,unit,
NumUnit,NumUnit,ng TDP/g Hb,magnitude,1
NumUnit,NumUnit,ng TDP/g Hb,unit,
NumUnit,NumUnit,/67,magnitude,1
NumUnit,NumUnit,/67,unit,
NumUnit,NumUnit,estimated Framingham,magnitude,1
NumUnit,NumUnit,estimated Framingham,unit,
NumUnit,NumUnit,10/9 l(5),magnitude,1
NumUnit,NumUnit,10/9 l(5),unit,billion per liter
NumUnit,NumUnit,micromol/d,magnitude,1
NumUnit,NumUnit,micromol/d,unit,
NumUnit,NumUnit,SEIZURES,magnitude,1
NumUnit,NumUnit,SEIZURES,unit,
NumUnit,NumUnit,PRECIP LNS,magnitude,1
NumUnit,NumUnit,PRECIP LNS,unit,
NumUnit,NumUnit,IUL/L,magnitude,1
NumUnit,NumUnit,IUL/L,unit,
NumUnit,NumUnit,Urine ketone test = ++,magnitude,1
NumUnit,NumUnit,Urine ketone test = ++,unit,
NumUnit,NumUnit,% of Haemoglobin,magnitude,1
NumUnit,NumUnit,% of Haemoglobin,unit,percent
NumUnit,NumUnit,Digoxin level therapeutic,magnitude,1
NumUnit,NumUnit,Digoxin level therapeutic,unit,
NumUnit,NumUnit,4 U/week,magnitude,1
NumUnit,NumUnit,4 U/week,unit,
NumUnit,NumUnit,385,magnitude,1
NumUnit,NumUnit,385,unit,
NumUnit,NumUnit,centimeters,magnitude,1
NumUnit,NumUnit,centimeters,unit,
NumUnit,NumUnit,phpf,magnitude,1
NumUnit,NumUnit,phpf,unit,
NumUnit,NumUnit,Haematocrit,magnitude,1
NumUnit,NumUnit,Haematocrit,unit,
NumUnit,NumUnit,CODE,magnitude,1
NumUnit,NumUnit,CODE,unit,
NumUnit,NumUnit,Sample: bacteriology - general,magnitude,1
NumUnit,NumUnit,Sample: bacteriology - general,unit,
NumUnit,NumUnit,exp = 0 - 60,magnitude,1
NumUnit,NumUnit,exp = 0 - 60,unit,
NumUnit,NumUnit,times/hour,magnitude,1
NumUnit,NumUnit,times/hour,unit,
NumUnit,NumUnit,6/day,magnitude,1
NumUnit,NumUnit,6/day,unit,
NumUnit,NumUnit,HEAT study,magnitude,1
NumUnit,NumUnit,HEAT study,unit,
NumUnit,NumUnit,O/E - BP unrecordable,magnitude,1
NumUnit,NumUnit,O/E - BP unrecordable,unit,
NumUnit,NumUnit,Serum FSH level,magnitude,1
NumUnit,NumUnit,Serum FSH level,unit,
NumUnit,NumUnit,Blood glucose method NOS,magnitude,1
NumUnit,NumUnit,Blood glucose method NOS,unit,
NumUnit,NumUnit,IgGug/mL,magnitude,1
NumUnit,NumUnit,IgGug/mL,unit,
NumUnit,NumUnit,?: 1,magnitude,1
NumUnit,NumUnit,?: 1,unit,
NumUnit,NumUnit,alcohol screening points,magnitude,1
NumUnit,NumUnit,alcohol screening points,unit,
NumUnit,NumUnit,432,magnitude,1
NumUnit,NumUnit,432,unit,
NumUnit,NumUnit,days stop treatment,magnitude,1
NumUnit,NumUnit,days stop treatment,unit,
NumUnit,NumUnit,424,magnitude,1
NumUnit,NumUnit,424,unit,
NumUnit,NumUnit,401,magnitude,1
NumUnit,NumUnit,401,unit,
NumUnit,NumUnit,316,magnitude,1
NumUnit,NumUnit,316,unit,
NumUnit,NumUnit,374,magnitude,1
NumUnit,NumUnit,374,unit,
NumUnit,NumUnit,day+,magnitude,1
NumUnit,NumUnit,day+,unit,
NumUnit,NumUnit,UI/mL,magnitude,1
NumUnit,NumUnit,UI/mL,unit,
NumUnit,NumUnit,Haematology res. not back yet,magnitude,1
NumUnit,NumUnit,Haematology res. not back yet,unit,
NumUnit,NumUnit,for 2W,magnitude,1
NumUnit,NumUnit,for 2W,unit,
NumUnit,NumUnit,BCHC,magnitude,1
NumUnit,NumUnit,BCHC,unit,
NumUnit,NumUnit,mÂ²,magnitude,1
NumUnit,NumUnit,mÂ²,unit,
NumUnit,NumUnit,li/sec,magnitude,1
NumUnit,NumUnit,li/sec,unit,liter per second
NumUnit,NumUnit,IPSS.7,magnitude,1
NumUnit,NumUnit,IPSS.7,unit,
NumUnit,NumUnit,IPSS,magnitude,1
NumUnit,NumUnit,IPSS,unit,
NumUnit,NumUnit,I<5,magnitude,1
NumUnit,NumUnit,I<5,unit,
NumUnit,NumUnit,389,magnitude,1
NumUnit,NumUnit,389,unit,
NumUnit,NumUnit,g/24 hr.,magnitude,1
NumUnit,NumUnit,g/24 hr.,unit,
NumUnit,NumUnit,IPSS.5,magnitude,1
NumUnit,NumUnit,IPSS.5,unit,
NumUnit,NumUnit,Blood sent - inf mononucl test,magnitude,1
NumUnit,NumUnit,Blood sent - inf mononucl test,unit,
NumUnit,NumUnit,IPSS.1,magnitude,1
NumUnit,NumUnit,IPSS.1,unit,
NumUnit,NumUnit,5mg/6mg alt days,magnitude,1
NumUnit,NumUnit,5mg/6mg alt days,unit,
NumUnit,NumUnit,IPSS.2,magnitude,1
NumUnit,NumUnit,IPSS.2,unit,
NumUnit,NumUnit,0-12,magnitude,1
NumUnit,NumUnit,0-12,unit,
NumUnit,NumUnit,*g/L,magnitude,1
NumUnit,NumUnit,*g/L,unit,
NumUnit,NumUnit,beats/min irreg,magnitude,1
NumUnit,NumUnit,beats/min irreg,unit,heartbeat
NumUnit,NumUnit,IPSS.4,magnitude,1
NumUnit,NumUnit,IPSS.4,unit,
NumUnit,NumUnit,Keele ID CANDID,magnitude,1
NumUnit,NumUnit,Keele ID CANDID,unit,
NumUnit,NumUnit,Urine bilirubin,magnitude,1
NumUnit,NumUnit,Urine bilirubin,unit,
NumUnit,NumUnit,IPSS.6,magnitude,1
NumUnit,NumUnit,IPSS.6,unit,
NumUnit,NumUnit,ch,magnitude,1
NumUnit,NumUnit,ch,unit,
NumUnit,NumUnit,*10^6/cumm,magnitude,1
NumUnit,NumUnit,*10^6/cumm,unit,
NumUnit,NumUnit,IPSS.3,magnitude,1
NumUnit,NumUnit,IPSS.3,unit,
NumUnit,NumUnit,/gram,magnitude,1
NumUnit,NumUnit,/gram,unit,
NumUnit,NumUnit,490,magnitude,1
NumUnit,NumUnit,490,unit,
NumUnit,NumUnit,Blood gases,magnitude,1
NumUnit,NumUnit,Blood gases,unit,
NumUnit,NumUnit,Grade 0-6 (0=,magnitude,1
NumUnit,NumUnit,Grade 0-6 (0=,unit,
NumUnit,NumUnit,Meas,magnitude,1
NumUnit,NumUnit,Meas,unit,
NumUnit,NumUnit,IFCC Standardised,magnitude,1
NumUnit,NumUnit,IFCC Standardised,unit,
NumUnit,NumUnit,High vaginal swab culture negative,magnitude,1
NumUnit,NumUnit,High vaginal swab culture negative,unit,
NumUnit,NumUnit,376,magnitude,1
NumUnit,NumUnit,376,unit,
NumUnit,NumUnit,nmol/L  ##,magnitude,1
NumUnit,NumUnit,nmol/L  ##,unit,
NumUnit,NumUnit,Intrinsic Factor Ab,magnitude,1
NumUnit,NumUnit,Intrinsic Factor Ab,unit,
NumUnit,NumUnit,Times p/week,magnitude,1
NumUnit,NumUnit,Times p/week,unit,
NumUnit,NumUnit,/28(6CIT),magnitude,1
NumUnit,NumUnit,/28(6CIT),unit,score
NumUnit,NumUnit,ÃÂ¦g/l,magnitude,1
NumUnit,NumUnit,ÃÂ¦g/l,unit,
NumUnit,NumUnit,Monocyte count normal,magnitude,1
NumUnit,NumUnit,Monocyte count normal,unit,
NumUnit,NumUnit,Urine = normal on inspection,magnitude,1
NumUnit,NumUnit,Urine = normal on inspection,unit,
NumUnit,NumUnit,mmol/Day,magnitude,1
NumUnit,NumUnit,mmol/Day,unit,millimole per 24 hours
NumUnit,NumUnit,smoked/day,magnitude,1
NumUnit,NumUnit,smoked/day,unit,
NumUnit,NumUnit,355,magnitude,1
NumUnit,NumUnit,355,unit,
NumUnit,NumUnit,Amniotic fluid AFP normal,magnitude,1
NumUnit,NumUnit,Amniotic fluid AFP normal,unit,
NumUnit,NumUnit,White cell count,magnitude,1
NumUnit,NumUnit,White cell count,unit,
NumUnit,NumUnit,pregnant,magnitude,1
NumUnit,NumUnit,pregnant,unit,
NumUnit,NumUnit,Blood glucose 0-1.4 mmol/L,magnitude,1
NumUnit,NumUnit,Blood glucose 0-1.4 mmol/L,unit,millimole per liter
NumUnit,NumUnit,PRESENT.^,magnitude,1
NumUnit,NumUnit,PRESENT.^,unit,
NumUnit,NumUnit,mgs/day,magnitude,1
NumUnit,NumUnit,mgs/day,unit,
NumUnit,NumUnit,g/1,magnitude,1
NumUnit,NumUnit,g/1,unit,
NumUnit,NumUnit,Serum oestriol level,magnitude,1
NumUnit,NumUnit,Serum oestriol level,unit,
NumUnit,NumUnit,395,magnitude,1
NumUnit,NumUnit,395,unit,
NumUnit,NumUnit,Erythrocyte sedimentation rate,magnitude,1
NumUnit,NumUnit,Erythrocyte sedimentation rate,unit,
NumUnit,NumUnit,435,magnitude,1
NumUnit,NumUnit,435,unit,
NumUnit,NumUnit,429,magnitude,1
NumUnit,NumUnit,429,unit,
NumUnit,NumUnit,alcohol,magnitude,1
NumUnit,NumUnit,alcohol,unit,
NumUnit,NumUnit,Serum cholesterol/HDL ratio,magnitude,1
NumUnit,NumUnit,Serum cholesterol/HDL ratio,unit,
NumUnit,NumUnit,br/minute,magnitude,1
NumUnit,NumUnit,br/minute,unit,
NumUnit,NumUnit,weekend,magnitude,1
NumUnit,NumUnit,weekend,unit,
NumUnit,NumUnit,MISCARRIAGE,magnitude,1
NumUnit,NumUnit,MISCARRIAGE,unit,
NumUnit,NumUnit,2 times/week,magnitude,1
NumUnit,NumUnit,2 times/week,unit,
NumUnit,NumUnit,Faeces colour: green,magnitude,1
NumUnit,NumUnit,Faeces colour: green,unit,
NumUnit,NumUnit,0.00x10^9/l,magnitude,1
NumUnit,NumUnit,0.00x10^9/l,unit,billion per liter
NumUnit,NumUnit,/weeks,magnitude,1
NumUnit,NumUnit,/weeks,unit,
NumUnit,NumUnit,mm fall in one hour,magnitude,1
NumUnit,NumUnit,mm fall in one hour,unit,
NumUnit,NumUnit,ng/L  (200-1100 ng/L),magnitude,1
NumUnit,NumUnit,ng/L  (200-1100 ng/L),unit,
NumUnit,NumUnit,TIMES ULN,magnitude,1
NumUnit,NumUnit,TIMES ULN,unit,
NumUnit,NumUnit,stable,magnitude,1
NumUnit,NumUnit,stable,unit,
NumUnit,NumUnit,50g,magnitude,1
NumUnit,NumUnit,50g,unit,
NumUnit,NumUnit,umol/litre,magnitude,1
NumUnit,NumUnit,umol/litre,unit,
NumUnit,NumUnit,U/2week,magnitude,1
NumUnit,NumUnit,U/2week,unit,
NumUnit,NumUnit,IU/MMOL,magnitude,1
NumUnit,NumUnit,IU/MMOL,unit,
NumUnit,NumUnit,[iU]/d,magnitude,1
NumUnit,NumUnit,[iU]/d,unit,
NumUnit,NumUnit,Semen pH,magnitude,1
NumUnit,NumUnit,Semen pH,unit,
NumUnit,NumUnit,X10-10M,magnitude,1
NumUnit,NumUnit,X10-10M,unit,
NumUnit,NumUnit,units per day,magnitude,1
NumUnit,NumUnit,units per day,unit,
NumUnit,NumUnit,Faeces: fresh blood present,magnitude,1
NumUnit,NumUnit,Faeces: fresh blood present,unit,
NumUnit,NumUnit,1/minutes,magnitude,1
NumUnit,NumUnit,1/minutes,unit,
NumUnit,NumUnit,IgE,magnitude,1
NumUnit,NumUnit,IgE,unit,
NumUnit,NumUnit,CO(ppm),magnitude,1
NumUnit,NumUnit,CO(ppm),unit,
NumUnit,NumUnit,l;,magnitude,1
NumUnit,NumUnit,l;,unit,
NumUnit,NumUnit,L/save,magnitude,1
NumUnit,NumUnit,L/save,unit,
NumUnit,NumUnit,445,magnitude,1
NumUnit,NumUnit,445,unit,
NumUnit,NumUnit,Ã?ÃÂ° c,magnitude,1
NumUnit,NumUnit,Ã?ÃÂ° c,unit,
NumUnit,NumUnit,Score Total,magnitude,1
NumUnit,NumUnit,Score Total,unit,
NumUnit,NumUnit,% risk/10yrs,magnitude,1
NumUnit,NumUnit,% risk/10yrs,unit,percent
NumUnit,NumUnit,mmol/S,magnitude,1
NumUnit,NumUnit,mmol/S,unit,
NumUnit,NumUnit,510,magnitude,1
NumUnit,NumUnit,510,unit,
NumUnit,NumUnit,ongoing,magnitude,1
NumUnit,NumUnit,ongoing,unit,
NumUnit,NumUnit,1-4 U/week,magnitude,1
NumUnit,NumUnit,1-4 U/week,unit,
