0,1,2,3
phm,212 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2120 mm,magnitude,2120
phm,2120 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,213 mm,magnitude,213
phm,213 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2130 mm,magnitude,2130
phm,2130 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2135 mm,magnitude,2135
phm,2135 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,214 mm,magnitude,214
phm,214 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2140 mm,magnitude,2140
phm,2140 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2145 mm,magnitude,2145
phm,2145 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,215 mm,magnitude,215
phm,215 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,215 mm\,magnitude,215
phm,215 mm\,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2150 mm,magnitude,2150
phm,2150 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2152 mm,magnitude,2152
phm,2152 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2155 mm,magnitude,2155
phm,2155 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,216 mm,magnitude,216
phm,216 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2160 mm,magnitude,2160
phm,2160 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,217 mm,magnitude,217
phm,217 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2170 kg,magnitude,2170
phm,2170 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,2170 mm,magnitude,2170
phm,2170 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,218 mm,magnitude,218
phm,218 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2180 mm,magnitude,2180
phm,2180 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2185 mm,magnitude,2185
phm,2185 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,219 mm,magnitude,219
phm,219 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2190 mm,magnitude,2190
phm,2190 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,22 cm,magnitude,22
phm,22 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,22 kg,magnitude,22
phm,22 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,22 mm,magnitude,22
phm,22 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,220 mm,magnitude,220
phm,220 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2200 mm,magnitude,2200
phm,2200 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2205 mm,magnitude,2205
phm,2205 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,221 mm,magnitude,221
phm,221 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2210 mm,magnitude,2210
phm,2210 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,222 mm,magnitude,222
phm,222 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2220 mm,magnitude,2220
phm,2220 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2225 mm,magnitude,2225
phm,2225 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2227 mm,magnitude,2227
phm,2227 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,223 mm,magnitude,223
phm,223 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2230 mm,magnitude,2230
phm,2230 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,224 mm,magnitude,224
phm,224 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2240 mm,magnitude,2240
phm,2240 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,225 mm,magnitude,225
phm,225 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2250 mm,magnitude,2250
phm,2250 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,226 mm,magnitude,226
phm,226 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2260 mm,magnitude,2260
phm,2260 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,227 mm,magnitude,227
phm,227 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2270 mm,magnitude,2270
phm,2270 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2275 mm,magnitude,2275
phm,2275 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,228 mm,magnitude,228
phm,228 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2280 mm,magnitude,2280
phm,2280 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2289 mm,magnitude,2289
phm,2289 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,229 mm,magnitude,229
phm,229 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,23 cm,magnitude,23
phm,23 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,23 m,magnitude,23
phm,23 m,unit,"['metre', 'm', 'meters', 'metres', 'meter']"
phm,23 mm,magnitude,23
phm,23 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,23.5 gm,magnitude,23.5
phm,23.5 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,230 kg,magnitude,230
phm,230 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,230 mm,magnitude,230
phm,230 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2300 mm,magnitude,2300
phm,2300 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,231 mm,magnitude,231
phm,231 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2310 mm,magnitude,2310
phm,2310 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,232 mm,magnitude,232
phm,232 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2320 mm,magnitude,2320
phm,2320 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2325 mm,magnitude,2325
phm,2325 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,233 mm,magnitude,233
phm,233 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2330 mm,magnitude,2330
phm,2330 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,23300 mm,magnitude,23300
phm,23300 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2339 mm,magnitude,2339
phm,2339 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,234 mm,magnitude,234
phm,234 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2340 mm,magnitude,2340
phm,2340 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2345 mm,magnitude,2345
phm,2345 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2348 mm,magnitude,2348
phm,2348 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,235 gm,magnitude,235
phm,235 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,235 mm,magnitude,235
phm,235 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2350 mm,magnitude,2350
phm,2350 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,236 mm,magnitude,236
phm,236 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2360 mm,magnitude,2360
phm,2360 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,237 mm,magnitude,237
phm,237 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2370 mm,magnitude,2370
phm,2370 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2375 mm,magnitude,2375
phm,2375 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,238 mm,magnitude,238
phm,238 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2380 mm,magnitude,2380
phm,2380 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,239 mm,magnitude,239
phm,239 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2390 mm,magnitude,2390
phm,2390 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,24 mm,magnitude,24
phm,24 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,240 mm,magnitude,240
phm,240 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,240.5 gm,magnitude,240.5
phm,240.5 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,2400 mm,magnitude,2400
phm,2400 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,241 mm,magnitude,241
phm,241 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2410 mm,magnitude,2410
phm,2410 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2413 mm,magnitude,2413
phm,2413 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2415 mm,magnitude,2415
phm,2415 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,242 mm,magnitude,242
phm,242 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2420 mm,magnitude,2420
phm,2420 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2425 mm,magnitude,2425
phm,2425 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,243 mm,magnitude,243
phm,243 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2430 mm,magnitude,2430
phm,2430 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2432 mm,magnitude,2432
phm,2432 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2435 mm,magnitude,2435
phm,2435 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2438 mm,magnitude,2438
phm,2438 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2438.4 mm,magnitude,2438.4
phm,2438.4 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,244 mm,magnitude,244
phm,244 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2440 mm,magnitude,2440
phm,2440 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2445 mm,magnitude,2445
phm,2445 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,245 mm,magnitude,245
phm,245 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2450 mm,magnitude,2450
phm,2450 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2455 mm,magnitude,2455
phm,2455 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,24570 mm,magnitude,24570
phm,24570 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,246 mm,magnitude,246
phm,246 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2460 mm,magnitude,2460
phm,2460 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,247 mm,magnitude,247
phm,247 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2470 mm,magnitude,2470
phm,2470 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2477 mm,magnitude,2477
phm,2477 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,248 mm,magnitude,248
phm,248 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2480 mm,magnitude,2480
phm,2480 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,249 mm,magnitude,249
phm,249 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2490 mm,magnitude,2490
phm,2490 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,25 kg,magnitude,25
phm,25 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,25 mm,magnitude,25
phm,25 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,25.5 mm,magnitude,25.5
phm,25.5 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,250 kg,magnitude,250
phm,250 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,250 mm,magnitude,250
phm,250 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2500 kg,magnitude,2500
phm,2500 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,2500 mm,magnitude,2500
phm,2500 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,251 mm,magnitude,251
phm,251 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2510 mm,magnitude,2510
phm,2510 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,252 mm,magnitude,252
phm,252 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2520 mm,magnitude,2520
phm,2520 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2525 mm,magnitude,2525
phm,2525 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,253 mm,magnitude,253
phm,253 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2530 mm,magnitude,2530
phm,2530 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2535 mm,magnitude,2535
phm,2535 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,254 mm,magnitude,254
phm,254 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2540 mm,magnitude,2540
phm,2540 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2545 mm,magnitude,2545
phm,2545 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,255 mm,magnitude,255
phm,255 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2550 mm,magnitude,2550
phm,2550 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,256 mm,magnitude,256
phm,256 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2560 mm,magnitude,2560
phm,2560 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,257 mm,magnitude,257
phm,257 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2577 mm,magnitude,2577
phm,2577 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,258 mm,magnitude,258
phm,258 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2580 mm,magnitude,2580
phm,2580 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2585 mm,magnitude,2585
phm,2585 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,259 mm,magnitude,259
phm,259 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2590 mm,magnitude,2590
phm,2590 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2590.8 mm,magnitude,2590.8
phm,2590.8 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2591 mm,magnitude,2591
phm,2591 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,26 gm,magnitude,26
phm,26 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,26 mm,magnitude,26
phm,26 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,26.5 cm,magnitude,26.5
phm,26.5 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,260 mm,magnitude,260
phm,260 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2600 mm,magnitude,2600
phm,2600 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,261 mm,magnitude,261
phm,261 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2610 mm,magnitude,2610
phm,2610 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,262 mm,magnitude,262
phm,262 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2620 mm,magnitude,2620
phm,2620 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,263 mm,magnitude,263
phm,263 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2630 mm,magnitude,2630
phm,2630 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,264 mm,magnitude,264
phm,264 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2640 mm,magnitude,2640
phm,2640 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,265 mm,magnitude,265
phm,265 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2650 mm,magnitude,2650
phm,2650 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,266 mm,magnitude,266
phm,266 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2660 mm,magnitude,2660
phm,2660 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,267 mm,magnitude,267
phm,267 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2670 mm,magnitude,2670
phm,2670 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2675 mm,magnitude,2675
phm,2675 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,268 mm,magnitude,268
phm,268 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2680 mm,magnitude,2680
phm,2680 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2685 mm,magnitude,2685
phm,2685 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,269 mm,magnitude,269
phm,269 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2692 mm,magnitude,2692
phm,2692 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,27 mm,magnitude,27
phm,27 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,270 kg,magnitude,270
phm,270 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,270 mm,magnitude,270
phm,270 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2700 mm,magnitude,2700
phm,2700 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2705 mm,magnitude,2705
phm,2705 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,271 mm,magnitude,271
phm,271 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2710 mm,magnitude,2710
phm,2710 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,272 mm,magnitude,272
phm,272 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2720 mm,magnitude,2720
phm,2720 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,273 mm,magnitude,273
phm,273 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2730 mm,magnitude,2730
phm,2730 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,274 mm,magnitude,274
phm,274 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2740 mm,magnitude,2740
phm,2740 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2743 mm,magnitude,2743
phm,2743 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,275 mm,magnitude,275
phm,275 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2750 mm,magnitude,2750
phm,2750 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,275367 mm,magnitude,275367
phm,275367 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,276 mm,magnitude,276
phm,276 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2760 mm,magnitude,2760
phm,2760 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,277 mm,magnitude,277
phm,277 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,278 mm,magnitude,278
phm,278 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2785 mm,magnitude,2785
phm,2785 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,279 mm,magnitude,279
phm,279 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2794 mm,magnitude,2794
phm,2794 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,28 cm,magnitude,28
phm,28 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,28 gm,magnitude,28
phm,28 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,28 mm,magnitude,28
phm,28 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,280 mm,magnitude,280
phm,280 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2800 mm,magnitude,2800
phm,2800 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,281 mm,magnitude,281
phm,281 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2810 mm,magnitude,2810
phm,2810 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,282 mm,magnitude,282
phm,282 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,283 mm,magnitude,283
phm,283 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,283.5 gm,magnitude,283.5
phm,283.5 gm,unit,"['gram', 'g', 'gm', 'gramme', 'grams']"
phm,284 mm,magnitude,284
phm,284 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,285 mm,magnitude,285
phm,285 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2850 mm,magnitude,2850
phm,2850 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,286 mm,magnitude,286
phm,286 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2860 mm,magnitude,2860
phm,2860 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,287 mm,magnitude,287
phm,287 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2870 mm,magnitude,2870
phm,2870 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,288 mm,magnitude,288
phm,288 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,289 mm,magnitude,289
phm,289 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2890 mm,magnitude,2890
phm,2890 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2896 mm,magnitude,2896
phm,2896 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,29 cm,magnitude,29
phm,29 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,29 mm,magnitude,29
phm,29 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,290 mm,magnitude,290
phm,290 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2900 mm,magnitude,2900
phm,2900 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,291 mm,magnitude,291
phm,291 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2910 mm,magnitude,2910
phm,2910 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,292 mm,magnitude,292
phm,292 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2920 mm,magnitude,2920
phm,2920 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,293 mm,magnitude,293
phm,293 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,294 mm,magnitude,294
phm,294 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2940 mm,magnitude,2940
phm,2940 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,295 mm,magnitude,295
phm,295 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2950 mm,magnitude,2950
phm,2950 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,296 mm,magnitude,296
phm,296 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2960 mm,magnitude,2960
phm,2960 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,297 mm,magnitude,297
phm,297 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2970 mm,magnitude,2970
phm,2970 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,298 mm,magnitude,298
phm,298 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,2980 mm,magnitude,2980
phm,2980 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,29800 mm,magnitude,29800
phm,29800 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,299 mm,magnitude,299
phm,299 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3 cm,magnitude,3
phm,3 cm,unit,"['centimetre', 'cm', '㎝', 'centimeter']"
phm,3 kg,magnitude,3
phm,3 kg,unit,"['kilogram', 'kg', 'kilogramme', 'kilo', 'kilograms']"
phm,3 mm,magnitude,3
phm,3 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.1 mm,magnitude,3.1
phm,3.1 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.2 mm,magnitude,3.2
phm,3.2 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.21 mm,magnitude,3.21
phm,3.21 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.3 mm,magnitude,3.3
phm,3.3 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.38 mm,magnitude,3.38
phm,3.38 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.48 mm,magnitude,3.48
phm,3.48 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.5 mm,magnitude,3.5
phm,3.5 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.58 mm,magnitude,3.58
phm,3.58 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.61 mm,magnitude,3.61
phm,3.61 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
phm,3.76 mm,magnitude,3.76
phm,3.76 mm,unit,"['millimetre', 'mm', 'millimeter', 'millimeters']"
